Country,Year,Region,Income Group,"Net official development assistance received (current US$)","Population living in slums (% of urban population)","Exports of goods and services (% of GDP)","GDP per capita (current US$)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Primary completion rate, total (% of relevant age group)","Trained teachers in primary education (% of total teachers)","Children out of school (% of primary school age)","School enrollment, secondary (% gross)","Government expenditure on education, total (% of government expenditure)","Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Improved water source (% of population with access)","Improved sanitation facilities (% of population with access)","Pregnant women receiving prenatal care (%)","Diabetes prevalence (% of population ages 20 to 79)","Health expenditure per capita (current US$)","Income share held by lowest 20%","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","GINI index (World Bank estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","Population ages 0-14 (% of total)","Population ages 15-64 (% of total)","Fuel exports (% of merchandise exports)","High-technology exports (% of manufactured exports)"
"Namibia","1963","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,130.9932,48.6860731707317,,42.2644557770693,54.087298895583,,
"Namibia","1994","Sub-Saharan Africa","Upper middle income",137100000,,44.4676685808148,2264.65474214466,,,1.04098,72.00114,,15.01589,55.88811,,6.8,69.7,73.2,25.3,,,,,,,19.3999996185303,98.2242,60.6261951219512,,42.3570893022167,54.2553747973008,,
"Namibia","1986","Sub-Saharan Africa","Upper middle income",14580000,,56.2848256791936,1520.59021295334,,,,,,,36.13626,,,83.9,,,,,,,,,,119.5704,60.204512195122,,46.292128436543,50.2437709716272,,
"Namibia","1998","Sub-Saharan Africa","Upper middle income",180830000,,41.873444312531,2114.1971084664,,,1.03397,95.90992,76.32582,12.47479,55.53672,,15.1,73.7,76.8,26.7,,,128.38231423,,,,19.6410007476807,88.656,57.2774634146342,,41.1930361562942,55.4585838048091,,
"Namibia","2008","Sub-Saharan Africa","Upper middle income",205490000,,54.3542671081322,4011.30116888467,,,,78.73635,94.99783,12.82476,,25.07235,15.3,60.1,85.6,31.3,,,285.98162465,,,,37.5999984741211,79.776,60.1840731707317,,38.731759608981,57.8698900554567,0.479356181188741,0.91714061423704
"Namibia","1969","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,96.4,,,,,,,,,,135.2052,51.9882926829268,,42.9993208537462,53.4063470503294,,
"Namibia","2016","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,25.5879993438721,,,,,,,
"Namibia","2009","Sub-Saharan Africa","Upper middle income",331130000,33.5,52.3467607219445,4123.93999729686,,,,84.22733,95.57561,13.03912,,,15,56.7,86.5,31.7,,,332.04679535,3.27,22.6,60.97,29.7080001831055,79.776,61.4409024390244,,38.386522310193,58.1987096006843,0.840594566617896,1.41742074047676
"Namibia","1992","Sub-Saharan Africa","Upper middle income",142340000,,42.7805242296806,2278.0946801787,,,1.05921,74.06892,,17.24632,48.44689,,3.3,70.4,71.3,24.6,87.2,,,,,,19.0470008850098,103.447,61.19,21.5,43.0371100007994,53.5759327048026,,
"Namibia","1964","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,131.4144,49.2571463414634,,42.4033176160422,53.974691002665,,
"Namibia","1988","Sub-Saharan Africa","Upper middle income",22120000,,46.0454515567094,1922.38283416902,,,,,,,37.01405,,,78.3,,,,,,,,,,114.1454,60.8368780487805,,44.9459650780479,51.6429822092388,,
"Namibia","1972","Sub-Saharan Africa","Upper middle income",20000,,,,,,,,,,,,,97.2,,,,,,,,,,138.996,53.6031219512195,,43.6127239378843,52.8401819220396,,
"Namibia","1973","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,97.5,,,,,,,,,,138.996,54.1362926829268,,43.8788969175141,52.6013329984287,,
"Namibia","2006","Sub-Saharan Africa","Upper middle income",149330000,,45.4683038424521,3884.64683374719,,,1.03396,82.34954,92.89844,14.38921,63.68594,21.60299,15.9,68.4,83.9,30.3,,,279.66485749,,,,20.3020000457764,80.1648,57.3248780487805,,39.4695009287142,57.1767088706203,0.465437618410205,6.49924253740544
"Namibia","1997","Sub-Saharan Africa","Upper middle income",165160000,,43.1897027820458,2333.57358531302,,,1.0335,,,14.17108,56.09231,,13.5,72.4,75.9,26.4,,,141.49433686,,,,19.5,90.39,58.3749268292683,,41.5028863595126,55.1337042267861,,
"Namibia","2001","Sub-Saharan Africa","Upper middle income",109510000,,41.178061011574,1836.75532074034,92.33671,85.04128,1.0314,93.77186,87.11344,10.02253,64.39744,22.77571,17.4,76,79.3,27.8,,,113.49460951,,,,35.3139991760254,83.454,54.4046829268293,,40.4034686601019,56.2691448235504,0.674477026797497,0.841779562948352
"Namibia","1991","Sub-Saharan Africa","Upper middle income",180450000,,43.7655443032092,2054.86339615997,88.11243,75.81658,1.06839,,,,43.23008,,2.2,71.7,70.4,24.2,,,,,,,19,106.1216,61.2691219512195,,43.3528038020614,53.2661688556166,,
"Namibia","1960","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,129.7296,46.8803902439024,,41.6327411230696,54.6686139624426,,
"Namibia","1995","Sub-Saharan Africa","Upper middle income",190370000,34.1,45.0970546525223,2383.29394245793,,,1.03248,69.37841,,14.32741,55.53596,,9.1,70.2,74.1,25.7,,,131.45709029,,,,19.4650001525879,95.6128,60.0949756097561,,42.0201376605445,54.6024879489594,,
"Namibia","2007","Sub-Saharan Africa","Upper middle income",220850000,33.6,50.482337428943,4195.93639333527,87.09541,76.48659,1.03026,,94.80804,12.01579,64.84255,,15.5,64,84.8,30.8,94.6,,293.43263674,,,,20.9570007324219,79.776,58.7808048780488,15.4,39.1042706946227,57.5182389949183,0.431613812331256,5.18693119175268
"Namibia","2010","Sub-Saharan Africa","Upper middle income",261330000,,47.7572842014059,5143.13067579247,,,,81.08928,96.38881,13.22883,,26.19325,14.7,53.8,87.3,32.2,,,405.64109962,,,,22.1000003814697,79.776,62.4802926829268,,38.0967185635949,58.4773365584099,1.30244723790398,1.16832513701004
"Namibia","1962","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,130.572,48.1010975609756,,42.0834005102283,54.2457378235951,,
"Namibia","1980","Sub-Saharan Africa","Upper middle income",,,70.0184317955011,2404.20489257286,,,,,,,,,,97.7,,,,,,,,,,133.9416,57.6829512195122,,46.606948727291,49.9353746836618,,
"Namibia","1965","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,131.8356,49.815243902439,,42.4961871092794,53.9108318328393,,
"Namibia","1978","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,98.6,,,,,,,,,,137.3112,56.7153414634146,,45.8620664785296,50.6636828499571,,
"Namibia","1987","Sub-Saharan Africa","Upper middle income",16530000,,46.2611347074989,1852.53439399357,,,,,,,35.48679,,,81.1,,,,,,,,,,116.82,60.541512195122,,45.6101174965081,50.9515822018528,,
"Namibia","2004","Sub-Saharan Africa","Upper middle income",175330000,,39.8120360190231,3298.90165049057,,,1.03028,85.30726,91.74801,11.5417,63.57968,,16.8,73.9,82.1,29.3,,,213.50274867,,,,21.8999996185303,80.9424,54.9234634146341,,40.0375484647322,56.6301750846963,0.507457652733503,5.41838301899751
"Namibia","2011","Sub-Saharan Africa","Upper middle income",278210000,,45.5261562327989,5539.61515966925,94.41944,89.40099,,,,,,,14.4,51.6,88,32.7,,,486.4689706,,,,24.6830005645752,79.776,63.2771707317073,,37.7163962768747,58.8346551877298,1.31809071403106,1.60537340257584
"Namibia","1970","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,96.7,,,,,,,,,,136.4688,52.5271707317073,,43.1263502933164,53.3082346428562,,
"Namibia","1961","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,130.1508,47.4991951219512,,41.8721103158686,54.4397860297238,,
"Namibia","1981","Sub-Saharan Africa","Upper middle income",,,56.157726031692,2183.95075710675,,,,,,,,,,96.5,,,,,,,,,,132.2568,58.1489756097561,,46.8067932013851,49.7186900041182,,
"Namibia","2012","Sub-Saharan Africa","Upper middle income",252440000,,43.4116137608521,5679.88187476846,,,,85.39533,,11.41355,,,14.1,49.9,88.8,33.1,,,467.89893267,,,,27.4099998474121,79.776,63.8811463414634,,37.405488197343,59.1273953862837,0.993092669781613,5.29446356890451
"Namibia","2000","Sub-Saharan Africa","Upper middle income",152410000,33.9,40.8777490523507,2059.40901467159,,,1.0285,91.17739,85.39791,10.76214,60.16957,21.92506,17.1,75.7,78.5,27.4,90.6,,125.9105567,,,,20.2999992370605,85.188,55.1207073170732,17.6,40.456428583848,56.2318455725721,2.10963546855324,1.81950529548146
"Namibia","1975","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,98.1,,,,,,,,,,138.996,55.1871219512195,,44.2931959140813,52.2487238405251,,
"Namibia","1976","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,98.4,,,,,,,,,,138.996,55.7043902439025,,44.8987748699673,51.6328962280819,,
"Namibia","1967","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,96.1,,,,,,,,,,132.678,50.9087317073171,,42.8129113776088,53.5762890643482,,
"Namibia","1990","Sub-Saharan Africa","Upper middle income",119620000,34.4,43.3362503215544,1981.26786958191,,,1.11408,,,20.57744,37.97431,,1.4,73.5,69.6,24,,,,,,,,108.7962,61.2249512195122,,43.6277727106702,52.9972510450762,,
"Namibia","1979","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,98.4,,,,,,,,,,135.6264,57.2048536585366,,46.2580381595073,50.2731082900849,,
"Namibia","1968","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,96.2,,,,,,,,,,133.9416,51.4490487804878,,42.9028384309069,53.4884698062624,,
"Namibia","2014","Sub-Saharan Africa","Upper middle income",226220000,33.2,41.8200129278949,5349.44767556484,,,,,,,,,13.6,46.4,90.3,34,,,499.01568382,,,,29.5930004119873,77.4004,64.6801951219512,,36.9197430726244,59.5785934915838,1.48102268620215,2.68086362234699
"Nauru","2013","East Asia & Pacific","High income",28750000,,,10036.1840002006,,,,,,,,,,37.2,96.5,65.6,,,702.3177442,,,,,,,,,,,
"Nauru","2016","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1973","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2007","East Asia & Pacific","High income",25610000,,,2028.06373327029,,,1.08587,97.27273,74.19355,,53.53535,,,39.3,94.9,65.6,94.5,,439.23575764,,,,,,,,,,,
"Nauru","1982","East Asia & Pacific","High income",20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1990","East Asia & Pacific","High income",160000,,,,,,,,,,,,,56.9,,65.7,,,,,,,,,,,,,,
"Nauru","2009","East Asia & Pacific","High income",23510000,,,4416.73180899362,,,,,,,,,,39.7,95.4,65.6,,,511.5599565,,,,,,,,,,,
"Nauru","1984","East Asia & Pacific","High income",30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2005","East Asia & Pacific","High income",9240000,,,,,,1.0654,,,,47.24409,,,38.7,94.4,65.7,,,326.78166902,,,,,,,,,,,
"Nauru","2008","East Asia & Pacific","High income",31240000,,,3914.95693488498,,,1.11964,,,,62.86595,,,39.7,95.2,65.6,,,679.86484133,,,,,,,,,,,
"Nauru","1994","East Asia & Pacific","High income",11120000,,,,,,,,,,,,,49.6,,65.7,,,,,,,,,,,,,,
"Nauru","2002","East Asia & Pacific","High income",11720000,,,,,,1.01642,,,,42.92135,,,39.5,93.6,65.7,,,294.57042962,,,,,,,,,,,
"Nauru","1996","East Asia & Pacific","High income",3250000,,,,,,,,,,,,,46.4,93,65.7,,,417.00996806,,,,,,,,,,,
"Nauru","1983","East Asia & Pacific","High income",30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1970","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1965","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1998","East Asia & Pacific","High income",2120000,,,,,,,,,,,,,43.5,93,65.7,,,315.99387309,,,,,,,,,,,
"Nauru","1969","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1985","East Asia & Pacific","High income",50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1978","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2014","East Asia & Pacific","High income",22520000,,,9872.63649881115,,,0.95849,112.4424,,13.37325,82.63666,,,36.3,96.5,65.6,,,516.4416809,,,,,,,,,,,
"Nauru","1967","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1968","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2004","East Asia & Pacific","High income",13750000,,,,,,1.05346,,,,38.95706,,,38.8,94.1,65.7,,,317.45159093,,,,,,,,,,,
"Nauru","2012","East Asia & Pacific","High income",35620000,,,10099.4206819403,,,1.00345,94.88372,,23.28467,79.27852,,,38.1,96.3,65.6,,,834.00056519,,,,,,,,,,,
"Nauru","1960","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1977","East Asia & Pacific","High income",10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2010","East Asia & Pacific","High income",27780000,,,4912.60085684766,,,,,,,,,,39.4,95.7,65.6,,,567.49963114,,,,,,,,,,,
"Nauru","1995","East Asia & Pacific","High income",2530000,,,,,,,,,,,,,48,,65.7,,,460.85717364,,,,,,,,,,,
"Nauru","1997","East Asia & Pacific","High income",2620000,,,,,,,,,,,,,44.9,93,65.7,,,376.73632442,,,,,,,,,,,
"Nauru","1980","East Asia & Pacific","High income",30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1963","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1975","East Asia & Pacific","High income",10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2006","East Asia & Pacific","High income",17520000,,,,,,1.05508,,,,63.62217,,,39,94.6,65.7,,,340.59830256,,,,,,,,,,,
"Nauru","2003","East Asia & Pacific","High income",16140000,,,,,,1.01458,,,,48.71601,,,39,93.8,65.7,,,343.97093913,,,,,,,,,,,
"Nauru","1989","East Asia & Pacific","High income",50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1971","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2015","East Asia & Pacific","High income",31250000,,,8052.88760179449,,,,,,,,,,35.4,96.5,65.6,,24.1,,,,,,,,,,,,
"Nauru","1981","East Asia & Pacific","High income",30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1966","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1972","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2000","East Asia & Pacific","High income",4000000,,,,,,1.24812,,,,47.11744,,,41.2,93,65.7,,,291.87993551,,,,,,,,,,,
"Nauru","1988","East Asia & Pacific","High income",180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1987","East Asia & Pacific","High income",60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1964","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1986","East Asia & Pacific","High income",40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1974","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1979","East Asia & Pacific","High income",20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2011","East Asia & Pacific","High income",37530000,,,7233.94355646335,,,,,,,,,,38.8,96,65.6,,,655.53265629,,,,,,,,,,,
"Nauru","1961","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1999","East Asia & Pacific","High income",6550000,,,,,,,,,,,,,42.2,93,65.7,,,320.06146677,,,,,,,,,,,
"Nauru","1976","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","1991","East Asia & Pacific","High income",380000,,,,,,,,,,,,,54.9,,65.7,,,,,,,,,,,,,,
"Nauru","1993","East Asia & Pacific","High income",420000,,,,,,,,,,,,,51.3,,65.7,,,,,,,,,,,,,,
"Nauru","1992","East Asia & Pacific","High income",410000,,,,,,,,,,,,,53.1,,65.7,,,,,,,,,,,,,,
"Nauru","1962","East Asia & Pacific","High income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nauru","2001","East Asia & Pacific","High income",7260000,,,,,,1.02547,86.97318,,,44.66292,,,40.3,93.3,65.7,,,270.34264344,,,,,,,,,,,
"Nepal","2008","South Asia","Low income",697020000,,12.7758202580003,476.556558235355,,,0.95467,79.19838,66.43616,,51.86696,22.11482,0.3,50.7,85.1,34.7,,,28.58463504,,,,2.09999990463257,90.0664,67.0453658536585,,38.280770925695,56.99041484346,,
"Nepal","2000","South Asia","Low income",386420000,64,23.2840037102623,231.432967570545,,,0.74031,67.22756,,27.38813,36.02102,19.11359,0.2,80.6,77.1,21.7,27,,12.20516831,,,,2.04399991035461,117.7428,62.3266341463415,,41.023144551139,55.2065836160647,,0.0110311683056152
"Nepal","2010","South Asia","Low income",814400000,,9.58253617198229,595.427519830012,,,1.00982,,73.6609,,58.79362,16.02483,0.3,45.4,87,37.9,,,38.95948969,8.32,14.99,32.84,2.52800011634827,82.5352,67.9714878048781,,37.1724269057308,57.8559646910561,4.5184108995034E-05,0.567478464117534
"Nepal","2002","South Asia","Low income",342910000,,17.7371295242283,246.803583536939,,,0.78693,72.13831,14.68151,,43.88523,20.42635,0.3,71.5,79.2,25,,,13.47821948,,,,2.89800000190735,110.996,63.6868048780488,,40.5996842431868,55.4307875496355,,
"Nepal","1970","South Asia","Low income",23430000,,4.90419708029197,72.2430288613269,,,,,,,,,,267.6,,,,,,,,,,129.0792,40.5044390243902,,40.8953669207925,56.1747026397154,,
"Nepal","2001","South Asia","Low income",388990000,,22.5607504999785,248.832935902946,70.05362,48.60897,0.77242,67.01286,15.37102,,39.2689,21.61894,0.2,75.9,78.2,23.4,27.9,,13.08151246,,,,3.80800008773804,114.3694,63.0221951219512,21.4,40.816983894704,55.3182620346075,,
"Nepal","1971","South Asia","Low income",23840000,,5.40389324663713,72.165852543156,,,,,,,,,,261.8,,,,,,,,,,129.4606,41.0881463414634,,40.9227698710332,56.0848052238741,,
"Nepal","1967","South Asia","Low income",13970000,,6.87451275332014,74.4639316331619,,,,,,,,,,286.3,,,,,,,,,,127.935,38.695,,41.4560394101461,55.7242375812308,,
"Nepal","1988","South Asia","Low income",408360000,,11.4471692715783,195.184063506816,,,0.4617,46.89359,,33.37893,30.57742,,,155.1,,,,,,,,,,134.8114,52.5000243902439,,42.4031518639718,54.0992512946091,,
"Nepal","1999","South Asia","Low income",348500000,,22.8484720906571,215.896673454097,,,0.72333,64.46561,15.00033,33.67556,34.51765,,0.1,85.6,76,20,,,12.62503712,,,,1.85000002384186,121.1162,61.6000975609756,,41.2141246258372,55.0416162468084,0.00216214322500584,0.000259913165486774
"Nepal","2003","South Asia","Low income",464480000,,15.6998644945158,254.553804009856,,,0.81228,73.10471,16.22721,19.5982,45.16183,21.30218,0.3,67.4,80.2,26.6,,,14.25653887,6.46,46.12,43.77,3.26600003242493,107.5632,64.3204390243903,,40.3646844050199,55.5473704104323,0.00357579146798016,0.122198188980413
"Nepal","1975","South Asia","Low income",43660000,,8.90109298052131,118.36037053774,,,0.18625,,,,13.34899,,,239.8,,,,,,,,,,131.8688,43.3870975609756,,40.8718542332298,55.9907483291192,,
"Nepal","1964","South Asia","Low income",19490000,,,46.2779226346748,,,,,,,,,,306.5,,,,,,,,,,126.948,36.9464634146342,,41.3815761734062,55.9323667153359,,
"Nepal","1992","South Asia","Low income",430870000,,15.9597261292976,172.077586494685,,,0.61089,57.56484,,,37.72574,,0.1,126.7,68.2,7.9,,,,,,,3.22499990463257,135.077,55.924487804878,,42.268788605641,54.1415704176505,,
"Nepal","1985","South Asia","Low income",230620000,,11.5292143562444,156.746526590233,,,0.41486,,,,26.84211,,,176.5,,,,,,,,,,134.8778,50.1062682926829,,42.0014257222917,54.6045176191574,0.00345612747281175,
"Nepal","1986","South Asia","Low income",295010000,,11.6622999066829,166.790976000885,,,0.42318,,,,28.37678,,,169.5,,,,,,,,,,134.8114,50.8802926829268,,42.1800157606275,54.3841756231688,3.330786435512E-05,
"Nepal","1960","South Asia","Low income",8620000,,,50.5456094236458,,,,,,,,,,327.1,,,,,,,,,,126.29,35.1708292682927,,40.2763960626214,57.1896137445318,,
"Nepal","2015","South Asia","Low income",1215760000,,11.6749911597116,743.322965726435,89.94844,64.66364,1.07804,105.71559,94.42307,2.87345,67.16985,17.10791,0.2,35.8,91.6,45.8,,3.7,,,,,3.03200006484985,71.2882,69.9733414634147,,32.6641088318948,61.7887576849023,0.000211759790980908,0.622566089301537
"Nepal","1966","South Asia","Low income",15180000,,5.64481095253116,81.6898241678206,,,,,,,,,,293.1,,,,,,,,,,127.606,38.0923658536585,,41.5233690356764,55.7108884939579,,
"Nepal","2012","South Asia","Low income",769680000,,10.0738929802324,698.409889741021,,,1.05098,102.25472,92.55903,0.42052,64.68169,17.4385,0.3,40.9,88.9,41.1,,,38.41344055,,,,2.45300006866455,75.004,68.8233170731707,,35.3987479870831,59.4495848532291,0.0127445401569673,0.130359898518723
"Nepal","2005","South Asia","Low income",423130000,60.7,14.5836867929394,318.748061705434,,,0.86667,76.81224,30.51447,,48.74938,22.27689,0.3,60,82.2,29.9,,,18.53383974,,,,3.17899990081787,100.6976,65.4942926829268,,39.8270707469253,55.8041768157389,,
"Nepal","1998","South Asia","Low income",400860000,,22.8220512223903,212.374254647089,,,,,,,,,0.1,90.8,75,18.3,,,13.18159503,,,,3.07699990272522,124.4896,60.8476097560976,,41.3526103868297,54.9271738004809,,0.00283183198101322
"Nepal","2011","South Asia","Low income",886630000,,8.90403042092126,693.550370515055,84.75715,59.62725,1.03184,,80.72852,1.36491,61.17984,17.97686,0.3,43.1,88,39.5,58.3,,45.72228723,,,,3.22199988365173,78.7696,68.4066341463415,16.7,36.3229622671159,58.6169839867101,5.17830048737702E-06,0.286024007234512
"Nepal","1987","South Asia","Low income",350290000,,11.8132750845547,169.255495780948,,,0.43351,,,,29.69796,,,162.3,,,,,,,,,,134.745,51.6782195121951,,42.312337505576,54.2172171488114,,
"Nepal","2013","South Asia","Low income",873330000,,10.6890751741434,696.732683964092,,,1.06009,101.99771,92.18524,1.16924,65.94231,18.18985,0.2,39,89.8,42.6,,,37.18347407,,,,3.29999995231628,73.7654,69.222,,34.4402570276588,60.3024230553633,0.00317336942484973,0.298067823078855
"Nepal","1968","South Asia","Low income",10900000,,6.84511342966364,67.0097013298206,,,,,,,,,,279.8,,,,,,,,,,128.3164,39.3036341463415,,41.2704488285972,55.8629491574723,,
"Nepal","1973","South Asia","Low income",35200000,,6.61049226159124,76.2251698181301,,,0.16993,,,,12.31418,,,250.8,,,,,,,,,,130.5176,42.2361219512195,,40.9057989992651,56.0067538470079,,
"Nepal","1983","South Asia","Low income",197870000,,10.231042950237,153.295774273652,,,0.38229,,,40.55124,23.81167,,,189.8,,,,,,,,,,135.0106,48.6206829268293,,41.8751714040051,54.7549679129197,,
"Nepal","1976","South Asia","Low income",49630000,,10.7738301182812,106.754957619565,,,0.25094,,,,12.20368,,,234.2,,,,,,,,,,132.5444,43.9752926829268,,41.0240897898178,55.7873620272958,,
"Nepal","1996","South Asia","Low income",389230000,,22.8175751366943,206.440970778604,,,0.69229,,,,44.30013,,0.1,101.8,72.7,14.8,23.6,,10.8621274,,,,4.5,129.3058,59.2772926829268,23.9,41.5399606273868,54.7944132856956,,
"Nepal","2007","South Asia","Low income",604410000,59.4,12.8556648764061,396.169772792449,,,0.93722,,61.36031,,45.59578,21.12867,0.3,53.6,84.1,33.1,,,24.55968278,,,,3.17000007629395,93.832,66.5519268292683,,38.7813871895534,56.6102351327343,,
"Nepal","2016","South Asia","Low income",,,,,,,,,,2.8922,,,,,,,,,,,,,3.21300005912781,,,,,,,
"Nepal","1995","South Asia","Low income",429560000,67.3,24.9731589825482,205.746527211947,,,0.66965,,,,41.16577,,0.1,107.7,71.6,13.1,,,10.49326077,7.81,61.9,35.21,3.17300009727478,130.7486,58.4644146341464,,41.6110491818836,54.7607920282008,,
"Nepal","1982","South Asia","Low income",196790000,,11.5915841381589,153.592460202695,,,0.37134,,,,21.59657,,,196.3,,,,,,,,,,135.077,47.9021707317073,,41.7700371094867,54.880286062873,,
"Nepal","1997","South Asia","Low income",401870000,,26.3278350735973,219.631063525897,,,,,,,,,0.1,96.3,73.8,16.6,,,11.87359043,,,,3.78500008583069,127.863,60.0716829268293,,41.4554793702432,54.8491829538652,,
"Nepal","2009","South Asia","Low income",853750000,58.1,12.4193541858921,483.403411454738,,,0.96394,,,,52.80335,19.84753,0.3,48,86.1,36.3,,,30.69813693,,,,1.92200005054474,86.3008,67.5183902439025,,37.7550223809828,57.3963550702288,0.00168752015188968,0.413373820259906
"Nepal","1965","South Asia","Low income",17880000,,7.76508403722035,67.4247297336897,,,,,,,,,,300,,,,,,,,,,127.277,37.5056829268293,,41.4065613535655,55.8871402730085,,
"Nepal","1993","South Asia","Low income",363410000,,18.4329641055999,180.185007855764,,,0.62614,,,,38.97768,,0.1,120,69.3,9.7,,,,,,,3.20600008964539,133.6342,56.7852926829268,,42.0849097906151,54.3054939014223,,
"Nepal","1972","South Asia","Low income",30130000,,5.6611049990894,82.0080426543436,,,0.213,,,,11.08928,,,256.2,,,,,,,,,,129.842,41.6628780487805,,40.9193063461615,56.0353897828959,,
"Nepal","1977","South Asia","Low income",77480000,,11.7881938657407,99.3547761121622,,,0.27638,,,,14.07519,,,228.3,,,,,,,,,,133.22,44.5783902439024,,41.1544314896568,55.6175085481834,,
"Nepal","1961","South Asia","Low income",10730000,,,52.0755353955306,,,,,,,,,,323,,,,,,,,,,126.29,35.5333414634146,,40.4881551945429,56.9190495727279,,
"Nepal","1979","South Asia","Low income",133760000,,11.7848295665774,127.195597547108,,,0.33867,,,,19.55861,,,215.8,,,,,,,,,,133.9628,45.8453902439024,,41.3496825280349,55.3756552333885,,
"Nepal","1980","South Asia","Low income",159990000,,11.5412625387034,130.685435090566,,,0.35727,,,,21.77034,,,209.4,,,,,,,,,,134.3342,46.5118048780488,,41.4056069544287,55.3108445354222,,
"Nepal","1991","South Asia","Low income",448760000,,11.4907512863386,203.84729667106,49.60372,32.97559,0.58059,52.41764,,,35.1763,,0.1,133.6,67,6.2,15.4,,,,,,2.54299998283386,135.0106,55.0586341463415,,42.4007561967305,54.036538973564,,
"Nepal","1978","South Asia","Low income",75790000,,10.5716598187042,112.739415917141,,,0.29577,,,,16.51452,,,222.2,,,,,,,,,,133.5914,45.2009268292683,,41.2648418459251,55.4786543847501,,
"Nepal","1989","South Asia","Low income",497880000,,11.0676046555915,192.788869718575,,,0.51741,,,,32.1771,,,147.9,,,,,,,,,,134.8778,53.3396829268293,,42.4547210637713,54.0283047151082,,
